Month,Product,Product_Count,Signed_Count,Activated_Count,Cancelled_Count,Signed_Value,Activated_Value,Cancelled_Value,Product_Retention,Revenue
8/31/25,MOBILE,333,1,5,0,0,8414.24,0,0.985915493,1356629.776
8/31/25,LDR,59,0,0,2,0,0,-17312.34,0.7109375,443420.76
8/31/25,AUDIOAI,62,0,0,3,0,0,-49673.04,n/a,234799.68
8/31/25,Content Automation,,,,,,,,,
8/31/25,TOPICPULSE,926,1,1,1,0,0,-11700,0.971084337,4962054.264
8/31/25,PREP+,284,0,0,1,0,0,0,0.970711297,536871.424
8/31/25,SALES INTELLIGENCE TOTAL,3723,12,0,5,56784.01,0,-23820,0.963107881,16196796
8/31/25,SPOTON,1563,6,0,0,19685.12,0,0,n/a,1817012.752
8/31/25,TOPLINE,2160,6,0,5,37098.89,0,-23820,0.963107881,14379783.25
8/31/25,Total,6576,16,11,21,59484.01,16531.33,-131820.38,0.911111111,27679351.62
9/30/25,FUSION TOTAL,2817,11,15,39,35483.21,53979.63,-307173.16,0.887403237,10677841.67
9/30/25,POST,625,0,0,7,0,0,-41424.11,0.996918336,"2,778,638.81"
9/30/25,STREAMING,398,8,0,8,23319.29,0,-75857.98,1,"760,177.34"
9/30/25,SMARTSPEAKERS,147,0,0,4,0,0,0,1,"39,620.41"
9/30/25,MOBILE,327,0,13,6,0,41865.71,-31445.11,0.985915493,"1,257,688.48"
9/30/25,LDR,54,1,1,6,3331.33,3331.33,-75265.51,0.7109375,"386,009.02"
9/30/25,AUDIOAI,61,0,0,1,0,0,-21066.86,n/a,"200,130.11"
9/30/25,Content Automation,,,,,,,,,
9/30/25,TOPICPULSE,924,1,1,3,8782.59,8782.59,-25453.67,0.971084337,"4,773,574.25"
9/30/25,PREP+,281,1,0,4,50,0,-36659.92,0.970711297,"482,003.25"
9/30/25,SALES INTELLIGENCE TOTAL,3706,0,12,17,0,56784.01,-664000.94,0.963107881,"15,631,617.14"
9/30/25,SPOTON,1563,0,6,0,0,19685.12,0,n/a,"1,713,053.84"
9/30/25,TOPLINE,2143,0,6,17,0,37098.89,-664000.94,0.963107881,"13,918,563.30"
9/30/25,Total,6523,11,27,56,35483.21,110763.64,-971174.1,0.909641434,"26,309,458.81"
10/31/25,FUSION TOTAL,2829,32,11,22,142733.51,42448.72,-112164.89,0.887403237,8768851.64
10/31/25,POST,625,1,1,2,10902.53,10902.53,-3311.21,0.996918336,"2,270,727.62"
10/31/25,STREAMING,407,14,8,6,54655.51,23319.29,-40753.65,1,852545.63
10/31/25,SMARTSPEAKERS,147,0,0,0,0,0,0,1,48361.34
10/31/25,MOBILE,328,12,1,11,54367.4,8176.9,-61559.57,0.985915493,"987,753.39"
10/31/25,LDR,54,0,0,0,0,0,0,0.7109375,266507.95
10/31/25,AUDIOAI,62,1,0,0,4200,0,0,n/a,193029.67
10/31/25,Content Automation,,,,,,,,,
10/31/25,TOPICPULSE,926,4,0,2,18608.07,0,0,0.971084337,"3,795,675.59"
10/31/25,PREP+,280,0,1,1,0,50,-6540.46,0.970711297,"354,250.45"
10/31/25,SALES INTELLIGENCE TOTAL,3707,1,1,0,0,0,0,0.963107881,"12,280,636.13"
10/31/25,SPOTON,1563,0,0,0,0,0,0,n/a,1283105.05
10/31/25,TOPLINE,2144,1,1,0,0,0,0,0.963107881,"10,997,531.08"
10/31/25,Total,6536,33,12,22,142733.51,42448.72,-112164.89,0.920378084,"21,049,487.77"
11/30/25,FUSION TOTAL,2904,98,109,22,683401.75,547702.42,-150889.72,0.887403237,10818328.27
11/30/25,POST,634,10,1,0,203132.35,3552.5,0,0.996918336,2682521.184
11/30/25,STREAMING,396,3,13,14,0,30881.95,-49188.6,1,947804.68
11/30/25,SMARTSPEAKERS,147,0,0,0,0,0,0,1,53662.024
11/30/25,MOBILE,328,0,11,0,0,46190.5,0,0.985915493,1323769.488
11/30/25,LDR,51,0,0,2,0,0,-31307.06,0.7109375,380385.088
11/30/25,AUDIOAI,106,46,41,2,248196.96,216396.96,-36000,n/a,244664.224
11/30/25,Content Automation,,,,,,,,,
11/30/25,TOPICPULSE,962,39,43,4,232072.44,250680.51,-34394.06,0.971084337,4715490.28
11/30/25,PREP+,280,0,0,0,0,0,0,0.970711297,470031.304
11/30/25,SALES INTELLIGENCE TOTAL,3726,26,16,6,244185.72,150000,-9057.3,0.963107881,15517113.1
11/30/25,SPOTON,1560,0,0,3,0,0,0,n/a,1816536
11/30/25,TOPLINE,2166,26,16,3,244185.72,150000,-9057.3,0.963107881,13700577.1
11/30/25,Total,6630,124,125,28,927587.47,697702.42,-159947.02,0.936076645,26335441.38
12/31/25,FUSION TOTAL,2780,10,19,126,40430.21,249359.44,-972830.69,0.887403237,10894055.1
12/31/25,POST,610,2,11,25,605.7,200185.55,-149312.9,0.996918336,3010230.32
12/31/25,STREAMING,392,4,0,4,0,0,-21583.89,1,895040.98
12/31/25,SMARTSPEAKERS,146,0,0,1,0,0,0,1,57155.69
12/31/25,MOBILE,327,0,0,1,0,0,-3368.38,0.985915493,1251678.38
12/31/25,LDR,44,0,0,7,0,0,-89879.73,0.7109375,368407.42
12/31/25,AUDIOAI,91,1,6,17,19382.27,36000,-20854.09,n/a,291976.96
12/31/25,Content Automation,,,,,,,,,
12/31/25,TOPICPULSE,900,3,2,64,20442.24,13173.89,-657565.29,0.971084337,4523821.82
12/31/25,PREP+,270,0,0,7,0,0,-30266.41,0.970711297,495743.53
12/31/25,SALES INTELLIGENCE TOTAL,3680,133,121,42,907120.65,917871.75,-551908.79,0.963107881,15999559.98
12/31/25,SPOTON,1572,22,1,9,56541.72,3089.05,-46300.72,n/a,1879292.85
12/31/25,TOPLINE,2108,111,120,33,850578.93,914782.7,-505608.07,0.963107881,14120267.13
12/31/25,Total,6460,143,140,168,947550.86,1167231.19,-1524739.48,0.913535032,26893615.08
1/31/26,FUSION TOTAL,2780,17,18,30,99485.63,127801.91,-233871.88,0.887403237,9081432.43
1/31/26,POST,610,1,1,2,11508.22,11508.22,0,0.912087912,2404591.74
1/31/26,STREAMING,392,2,6,0,11356.8,35130.36,0,0.908616188,857108.34
1/31/26,SMARTSPEAKERS,146,0,0,2,0,0,0,0.916083916,60869.85
1/31/26,MOBILE,327,13,8,15,73289.28,51181.38,-32400,0.759075908,1080391.92
1/31/26,LDR,44,0,0,1,0,0,-15000,0.4875,227097.42
1/31/26,AUDIOAI,91,0,1,1,0,19382.27,-36000,0.456790123,233444.7
1/31/26,Content Automation,,,,,,,,,
1/31/26,TOPICPULSE,900,1,2,6,3331.33,10599.68,-142667.74,0.857435897,3766365.71
1/31/26,PREP+,270,0,0,3,0,0,-7804.14,0.856677524,451562.75
1/31/26,SALES INTELLIGENCE TOTAL,3680,19,33,20,197360.59,193726.4,-265484.78,0.918139535,14849964.45
1/31/26,SPOTON,1572,7,24,8,32556.16,56178.3,-18354.34,n/a,1723708.7
1/31/26,TOPLINE,2108,12,9,12,164804.43,137548.1,-247130.44,0.918139535,13126255.75
1/31/26,Total,6460,36,51,50,296846.22,321528.31,-499356.66,0.896968745,23931396.88
2/28/26,FUSION TOTAL,2746,18,10,22,54284.8,40107.9,-94262,0.887403237,10179003.32
2/28/26,POST,601,0,0,8,0,0,-22968,0.901253918,2691650.29
2/28/26,STREAMING,393,6,0,2,15142.4,0,-6540,0.921875,833193.79
2/28/26,SMARTSPEAKERS,144,0,0,0,0,0,0,0.93877551,70743.16
2/28/26,MOBILE,327,11,9,0,21142.4,22107.9,0,0.894339623,1164001.18
2/28/26,LDR,41,0,0,0,0,0,0,0.481927711,64829.39
2/28/26,AUDIOAI,88,1,1,2,18000,18000,-21300,0.493150685,310294.1
2/28/26,Content Automation,,,,,,,,,
2/28/26,TOPICPULSE,885,0,0,10,0,0,-43454,0.860995851,4578479.52
2/28/26,PREP+,267,0,0,0,0,0,0,0.859934853,465811.89
2/28/26,SALES INTELLIGENCE TOTAL,3807,12,20,6,20647.96,107716.77,-92872.84,0.969436485,17813601.11
2/28/26,SPOTON,1572,11,15,0,19987.96,49818.49,0,n/a,2084444.8
2/28/26,TOPLINE,2235,1,5,6,660,57898.28,-92872.84,0.969436485,15729156.31
2/28/26,Total,6553,30,30,28,74932.76,147824.67,-187134.84,0.926647655,27992604.43
3/31/26,FUSION TOTAL,2803,58,21,10,149371.02,51381.63,-6107,0.887403237,9212895.648
3/31/26,POST,619,12,0,0,53035.91,0,0,0.929467085,2415628.496
3/31/26,STREAMING,399,9,14,1,17396.83,30239.23,-1548,0.901041667,845047.752
3/31/26,SMARTSPEAKERS,143,1,0,0,0,0,0,0.931972789,62052.88
3/31/26,MOBILE,362,31,7,0,51684.33,21142.4,0,1,1052497.24
3/31/26,LDR,40,0,0,1,0,0,-4368,0.469879518,51922.096
3/31/26,AUDIOAI,81,0,0,7,0,0,-1,0.397260274,298842.736
3/31/26,Content Automation,,,,,,,,,
3/31/26,TOPICPULSE,892,5,0,1,27253.95,0,-190,0.868257261,4045859.048
3/31/26,PREP+,267,0,0,0,0,0,0,0.859934853,441045.4
3/31/26,SALES INTELLIGENCE TOTAL,3817,22,3,4,91389.81,23884.98,-9718.73,0.96991404,17701675.1
3/31/26,SPOTON,1578,11,0,0,15051.56,0,0,n/a,1730492.536
3/31/26,TOPLINE,2239,11,3,4,76338.25,23884.98,-9718.73,0.96991404,15971182.57
3/31/26,Total,6620,80,24,14,240760.83,75266.61,-15825.73,0.933618504,26914570.75
4/30/26,FUSION TOTAL,2632,52,80,149,125899.84,134274.19,-19070.95,0.887403237,10182687.9
4/30/26,POST,505,27,37,141,5299.84,41035.91,0,0.60311284,2578599.46
4/30/26,STREAMING,397,0,1,4,0,2300,-14691.95,0.866336634,906097.83
4/30/26,SMARTSPEAKERS,155,12,5,2,0,0,-200,0.930379747,52102.28
4/30/26,MOBILE,362,0,31,2,0,51684.33,-4179,0.89673913,1141585.21
4/30/26,LDR,41,0,0,0,0,0,0,0.476190476,315941.21
4/30/26,AUDIOAI,81,1,1,0,12000,12000,0,0.5,333538.51
4/30/26,Content Automation,,,,,,,,,
4/30/26,TOPICPULSE,825,12,5,0,108600,27253.95,0,0.865315852,4379812.49
4/30/26,PREP+,266,0,0,0,0,0,0,0.922509225,475010.91
4/30/26,SALES INTELLIGENCE TOTAL,3744,1093,1033,12,335112.95,93852.61,-1422.22,0.96612395,15326717.27
4/30/26,SPOTON,2297,1066,1017,3,327541.75,71229.85,0,0.961900685,13605141.42
4/30/26,TOPLINE,1447,27,16,9,7571.2,22622.76,-1422.22,0.972826087,1721575.85
4/30/26,All Products,6376,1145,1113,161,461012.79,228126.8,-20493.17,0.90240518,25509405.17
5/31/26,FUSION TOTAL,2616,16,11,99,120000,17299.84,-508326.58,0.887403237,10182687
5/31/26,POST,505,0,2,0,0,17299.84,0,0.766295707,2578599
5/31/26,STREAMING,389,0,0,8,0,0,-2574.21,0.958115183,906098
5/31/26,SMARTSPEAKERS,150,0,8,5,0,0,0,0.938356164,52102
5/31/26,MOBILE,361,0,0,1,0,0,-6965.5,0.942492013,1141585
5/31/26,LDR,41,1,1,0,0,0,0,0.96875,315941
5/31/26,AUDIOAI,82,1,0,0,6000,0,0,0.746478873,333539
5/31/26,Content Automation,,,,,,,,,
5/31/26,TOPICPULSE,825,14,0,81,114000,0,-490672,0.895074946,4379812
5/31/26,PREP+,263,0,0,4,0,0,-8114.87,0.972125436,475011
5/31/26,SALES INTELLIGENCE TOTAL,3750,12,71,180,129900.66,367610.48,-360420.52,0.935991321,15326717
5/31/26,SPOTON,2299,8,55,2,115666.81,367610.48,-5816.72,0.983216783,13605141
5/31/26,TOPLINE,1451,4,16,178,14233.85,0,-354603.8,0.870298314,1721576
5/31/26,All Products,6366,28,82,279,249900.66,384910.32,-868747.1,0.91524643,25509404
6/30/26,FUSION TOTAL,2613,35,11,19,227518,45682,-103502,0.887403237,9819629
6/30/26,POST,503,1,0,2,0,0,-2260,0.76703645,2478167
6/30/26,STREAMING,388,1,0,2,0,0,-1546,0.957070707,889556
6/30/26,SMARTSPEAKERS,151,1,0,0,0,0,0,0.938356164,46433
6/30/26,MOBILE,361,2,1,3,12900,12900,-43547,0.935582822,1174101
6/30/26,LDR,41,0,0,0,0,0,0,0.967213115,287001
6/30/26,AUDIOAI,88,11,6,3,27837,14000,-30000,0.808823529,357170
6/30/26,Content Automation,1,1,0,0,54000,0,0,N/A,N/A
6/30/26,TOPICPULSE,819,18,4,5,132782,18782,-11100,0.892125135,4124255
6/30/26,PREP+,261,0,0,4,0,0,-15049,0.961672474,462946
6/30/26,SALES INTELLIGENCE TOTAL,3736,127,63,25,1901200,635256,-80235,0.931983806,16068244
6/30/26,SPOTON,1056,3,4,19,0,44822,-63249,0.978644383,13306079
6/30/26,TOPLINE,1226,119,51,0,1900000,575000,0,N/A,1018798
6/30/26,TopLine Enterprise,1454,5,8,6,1200,15434,-16986,0.867182463,1743367
6/30/26,All Products,6351,162,74,44,2128718,680938,-183737,0.91263174,25887873
